video_url,author,comment,votes,time,is_reply
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@anjonanopan8817,serius aku lagi jenuhh sm hidup dan aku lagi butuh bangett ilmu ini makasih bgt ilmunyaa ka sehat² org baikk,3,2 weeks ago (edited),False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@Sitiliamuflihat,"Masyaallah sekali episode ini, sangat relate dengan kehidupan, terimakasih mbak analisa dan mas Bilal sehat2 terus dan serjng2 podcast sama mbak analisa❤❤",0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@DesikaFiorina,"terimakasih mas bilal & kak ana, ini jadi insight aku pribadi dalam menghadapi trauma perselingkuhan pasangan hidup 😢",0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@devimayang2724,"Related bgt sm eksptasi udh setengah gajih lake bayar ciiclan aku ikhlas tp siapa yg minta jdi anak pertama itu tolak ukur kesuksesan ak jg ingin brusaha siapa yg tdk ingin mewujudkan hajat ortu tp ya gmna se effort dn berdoa trus gk putus asa tp ya blm memenuhi eksptasi, lagi d fase ingin risegn juga dah malas untuk adaftasi dgn lingkungan kerja, yaa krna Ada gejala fisik juga yg mengharuskan untuk lakukan tindakan medis, tp msih bimbang smoga ya kita semua sgera d perlihatkan rezeki nya tdk d tunda²",2,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@LeniFeby-e8z,Undang dr aisyah coba kk,3,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@Lito1601,easy . 😌,0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@nobitata4764,Apa bedanya ekspetasi sama mengarahkan seseorang? ( Dalam konteks tujuan akhirnya),0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@belarahmawati2154,"1. Mau dikenal dihidup sebagai apa
2. Minta pendapat 3 orng, tentang  3 hal terbaik dalam hidup nya
3. Just do it",0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@zharahdhani,Titik kembali disini 33:51,0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@nenyou4655,"Related banget, berada di lingkungan baru dengan orang-orang baru yang masalahnya reate dengan isi vidio ini. Aku harap akan banyak vidio yang berhubungan dengan psikolog.",0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@SitiNurAsiah-k5g,lagi sakit ka bilal ? lebih pucet keliatannya,0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@VQramdhan,"Cara mengatasinya gimana untuk mengatasi ekspektasi yg banyak yg sudah di tanamkam itu,kan gak sesimple kalimat kembali ke diri sendiri,haddeh bukan di uluk malah udah masuk ke pertanyaan lain aja.🙆

Keliatan banget cuma ngafal pertanyaan nya,nggak natural 😢
Padahal narasumbernya bagus 🙆",2,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@yantinurhayati8242,Mba anaaa🤗,0,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@herawanprasetyo4851,Suamiku teman seumur hidupku😊 Masyaa Allah Lahaula walaikumsalam quwata illabillah....ya Allah semoga semua suami istri di dunia ini happy dan secure sama pasanganya,1,2 weeks ago,False
https://youtu.be/WRxJGz-TA44?si=rfAIXKsyYvCPQPkk,@viztaputri4282,"To my dearest child in the future..
Nak mungkin sekarang kita belum bisa bertemu karena bunda sedang mengusahakan segala nya.
Bunda sedang memantaskan diri memperbaiki diri supaya luka di masa lalu tidak akan menurun ke kamu.
Kedepan bunda usahakan tidak akan ada tuntutan di luar kemampuan mu, kau hanya fokus meraih mimpimu tanpa ada luka inner child yang menemani pertumbuhan mu.
Bunda memantaskan diri dulu ya nakk, memperkaya ilmu pengetahuan dan memperbaiki finansial ♡",51,2 weeks ago,False
